Title,Rating,Genre,Type,Episode Count,English,Romaji,漢字,Synopsis
Taifuu no Noruda,6.35,"Drama, School, Sci-Fi, Supernatural",Movie,1,Typhoon Noruda,Taifuu no Noruda,台風のノルダ,"On the eve of a junior high school's cultural festival, Typhoon No. 8 slowly approaches the isolated Okinawan town of Naha. A mysterious girl wearing a strange necklace suddenly appears alongside the storm, catching Shuuichi Azuma off guard. 

After getting into a fight with his best friend Kenta Saijou over his decision to quit the baseball team, Azuma notices the same girl standing atop an electrical tower when lightning strikes, cutting power to the school and causing her to tumble down below. Unwilling to stay in the same room as Saijou, Azuma runs off to rescue the strange girl as the storm intensifies."
Taiho Shichau zo (1996),7.59,"Action, Comedy, Police, Seinen",TV,47,I'm going to get arrested (1996),Taiho Shichau zo (1996),逮捕 しちゃう ぞ （１９９６）,
Taiho Shichau zo Special,7.17,"Action, Comedy, Police, Shounen",TV,20,You're Under Arrest Mini Specials,Taiho Shichau zo Special,逮捕しちゃうぞ Special,"Best friends and partners Miyuki Kobayakawa and Natsumi Sujimoto, along with the rest of the gang at Bokuto station, confront a motley group of offenders ranging from hi-tech panty thieves, purse-snatchers, and traffic violators. Using Miyuki's driving prowess and tech knowledge, as well as Natsumi's spunk and strength, the duo at times must resort to unconventional methods to see that justice is served.

(Source: ANN)"
Taiho Shichau zo The Movie,7.42,"Action, Comedy, Drama, Police, Shounen",Movie,1,You're Under Arrest The Movie,Taiho Shichau zo The Movie,逮捕しちゃうぞ　the MOVIE,"Bokutou Precinct rarely deals with criminals more nefarious than speeding sportscar drivers. So when Officers Nikaido Yoriko and Aoi Futaba find a cache of illegal firearms in a stolen car, and a rash of traffic control malfunctions snarls traffic along Tokyo's streets, it is up to Tokyo's finest to figure out what's gone wrong. And of course, it'll take the talents of Kobayakawa Miyuki and Tsujimoto Natsumi to crack the case. But will Miyuki's trusty Mini-Pat and Natsumi's fierce determination be enough to stop a devious mastermind from exploiting the weaknesses of the system and crippling Tokyo—and the world—for good?

(Source: AnimeNfo)"
Taiho Shichau zo: Full Throttle,7.3,"Action, Comedy, Police, Shounen",TV,23,You're Under Arrest: Full Throttle,Taiho Shichau zo: Full Throttle,逮捕しちゃうぞ フルスロットル,"Miyuki Kobayakawa, fresh from forensics training in the United States and Natsumi Tsujimoto, from completing Japanese Self-Defense Force (JSDF) ranger training return in the long-awaited 3rd season of the highly popular series. This time, the duo rejoins active duty at Bokuto Police Department, fighting against crime using their wits and brawn, plus having some misadventures along the way. 

(Source: ANN)"
Taiho Shichau zo: Second Season,7.52,"Action, Comedy, Police, Shounen",TV,26,You're Under Arrest: Fast & Furious,Taiho Shichau zo: Second Season,逮捕しちゃうぞ SECOND SEASON,"AA! Megami Sama creator, Kosuke Fujishima, is back with the second season of Taiho Schihauzo (You're Under Arrest). Same characters, two policewomen, the gentle Miyuki and the wild Natsumi teamed up together in Bokuto police station`s traffic division.

Other characters including Kenichi, the motorcycle cop who has a feeling for Miyuki; Yoriko with her gossip and Aoi, a transvestite. They all ready to take on harmless criminals and costumed weirdos... You think you can have a better police station?

(Source: AniDB)"
Taiko no Tatsujin,6.38,Game,TV,26,Taiko Drum Master,Taiko no Tatsujin,太鼓の達人,A series of four minute claymation shows. Each episode shows the different antics of the various Taiko no Tatsujin characters.
Tailenders,6.86,"Action, Adventure, Cars, Sci-Fi",Movie,1,Tailenders,teiruendaazu,テイルエンダーズ,"Tomoe Shiro, a formidable racer with a very promising career, experiments a U-turn when a serious accident puts his life at stake. He recovers miraculously though when his heart is replaced with the engine of his own racing car. However, because of that very reason, race regulations demote him to the category of a mere mechanical part of the vehicle and is deprived from the right to participate as a pilot in regular races. Only in a far away colonial planet, along with a multitude of other charismatic pilots also vetoed from participating in regular competitions, will he be given the opportunity to race for his pride and the money of the prize. And so this exciting rally starts!!

(Source: Official website)"
Tairiki Tarou no Mucha Shuugyou,4.8,Action,Movie,1,Mighty Taro's Reckless Training,Tairiki Tarou no Mucha Shuugyou,大力太郎の無茶修業,Short film from 1928 about a samurai fighting demons.
Taishou Yakyuu Musume.,7.42,"Comedy, Historical, School, Seinen, Sports",TV,12,Taisho Baseball Girls,Taishou Yakyuu Musume.,大正野球娘。,"In 1925 (year 14 of the Taisho era) baseball is still quite unknown in Japan and there are only a few male teams. After being told by a baseball player that women should become housewives instead of going to school, 14-year-old Akiko invites her friend Koume to start a baseball team in order to prove him wrong. During this time, when even running was considered too vulgar for women, baseball is known as ""what the boys do"" and they face many difficulties when having to find enough members, to get permission from their parents and also when learning about the sport itself, which they soon discover to be more difficult than expected."
Taiyou no Hou: El Cantare e no Michi,5.9,"Fantasy, Historical",Movie,1,The Laws of the Sun,Taiyou no Hou: El Cantare e no Michi,太陽の法 エル・カンターレへの道,The second title in the series of anime films by the Happy Science religion.
Taiyou no Kiba Dagram,7.58,"Drama, Mecha, Military, Sci-Fi, Shounen",TV,75,Fang of the Sun,Taiyou no Kiba Dagram,太陽の牙ダグラム,"The story is centered around a small group of guerilla freedom fighters on a colonial planet named Deployer, who are known as the ""Deployer 7"", or ""Sun Fang"" team. In an unexpected coup, the elected Governor of Deployer becomes dictator and rules Deployer under martial law with the support of Earth's Federation. Fighting for independence from Earth's Federation influence, the freedom fighters begin a rebellion against the Federation's Combat Armors using a Combat Armor of their own: the Dougram. 

(Source: AniDB)"
Taiyou no Ko Esteban,7.74,"Adventure, Historical, Sci-Fi",TV,39,The Mysterious Cities of Gold,Taiyou no Ko Esteban,太陽の子エステバン,"1532. Esteban, age 12 is a foundling from Barcelona, with a mysterious power of ordering the Sun to appear, for which he is called ""Child of the Sun."" Upon the death of his adoptive father, Esteban learns he was rescued as a baby from a sinking ship in the ocean. The mysterious medallion that Esteban wears since ever has a trace somewhere in the New World, probably coming from the Mysterious Cities of Gold. Esteban leaves Spain to find his parents and find out who he is. On the way he meets Zia, an Inca girl who was kidnapped from her people years back and has exactly the same medallion as him. Later on, they are joined by Tao, a young Galapagos robinson, the last descendant of the Empire of Heva, an Empire said to have built the Cities of Gold. Following Coyolite, the shining star represented on their medallions, the three children travel through the unexplored New World, searching for the Cities of Gold, believing that this way is leading them to their lost parents.

(Source: ANN)"
Taiyou no Ouji: Horus no Daibouken,6.63,"Adventure, Drama, Magic",Movie,1,Horus: Prince of the Sun,Taiyou no Ouji: Horus no Daibouken,太陽の王子 ホルスの大冒険,"Horus is a boy that one day, hunted by silver wolves, found the sword of the sun. The day his father died he left his home to find the people from the town his father told him. Together with a small bear named Koro he starts the journey and runs into a great adventure fighting against Grunwald and his subordinates who want to rule the world.

(Source: AniDB)"
Taiyou no Yuusha Fighbird,6.95,"Action, Mecha, Sci-Fi",TV,48,Brave of the Sun Fighbird,Taiyou no Yuusha Fighbird,太陽の勇者ファイバード,"An evil alien life form, Dryus, assaulted the Earth. The leader of Space Patrol, Fighbird, pursed Dryus to the Earth. Fighbird combined with an android that Dr. Amano was developing. Fighbird named Hidori Ryutaro and fight against Dryus to protect the peace of the Earth. 

At first look, he was a normal person, but because he was an alien, Fibird, his acts were a bit away from the normal persons'. Usually, he worked for Dr. Amano as an assistant. He looked uncouth always wearing while coat and glasses. However, once enemy appears, his personality changed dramatically.

(Source: AnimeNfo)"
Takamiya Nasuno Desu!: Teekyuu Spin-off,6.57,"Comedy, Shounen",TV,12,This is Takamiya Nasuno! : Teikyuu S Pin-Off,Takamiya Nasuno Desu!: Teekyuu Spin-off,たかみや なすの です！： てえきゅう Ｓぴんーおっｆ,
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,7.37,"Comedy, Drama, Romance, School, Slice of Life",Movie,1,"Love, Chunibyo & Other Delusions!: Rikka Version",Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,小鳥遊六花・改 ～劇場版 中二病でも恋がしたい！～,"Summary of the first season of the show, as seen from Rikka's perspective with new elements."
Takara-sagashi,6.68,"Adventure, Fantasy, Kids",Movie,1,Treasure Hunting,Takara-sagashi,たからさがし,"Short film shown only in the Ghibli Museum in Mitaka. The nine-minute short adapts a picture book by Rieko Nakagawa and Yuriko Yamawaki, the author and illustrator of two previous books that inspired Ghibli shorts (Sora Iro no Tane, The Whale Hunt). In the story, a boy named Yuuji and a rabbit named Gikku find a stick at the same time, and decide to compete in games to decide who can keep the stick. However, whether it is a foot race, long jump, or sumo wrestling, they always end up in a tie. 

(Source: ANN)"
Takarajima,8.04,"Adventure, Drama, Historical, Mystery",TV,26,Treasure Island,Takarajima,宝島,"Jim Hawkins is a young boy lead by progressive events to embark on a search journey for the legendary treasure of the once dreaded pirate, Captain Flint. On their way to Treasure Island, John Silver, Jim's best friend, take over command of the ship revealing his true self as the ruthless pirate who once was the right hand of Flint himself. Feeling betrayed, Jim now has to deal with his mixed feelings and face Silver who still consider himself and Jim as friends. 

(Source: ANN)"
Takarajima (Movie),6.62,"Adventure, Drama, Historical, Mystery, Supernatural",Movie,1,Treasure Island (Movie),Takarajima (Movie),宝島 （もヴィエ）,
Takoyaki Mant-Man,6.75,"Comedy, Sci-Fi",TV,77,Takoyaki Capeman,takoyakimantoman,たこやきマントマン,"In order to protect the earth from the aliens, the god of Takoyaki created the five warriors of justice, Takoyaki Mantle Man. They risk their lives for justice. Takoyaki Mantle Man has round face, and wear a white cape and octopus belt as their symbol. Red is a leader whose special attack is Pickled Ginger Clash. Green is an energetic and hasty boy whose special attack is Green Onion Nunchaku. Pink is a precocious girl whose special attack is Okaka Flash. Blue is a sweet crybaby whose special attack is Seaweed Buster. Yellow is a cheerful boy whose special attack is Tenkasu Beam. Takoyaki Mantle Man is cute and strong heroic characters, friendly to children. Their enemies are too silly to hate. It is a very lively and amusing story.

(Source: ANN)"
Taku Boda,5.15,Dementia,Movie,1,It's the house book.,Taku Boda,タクボーダ,A short animation by Taku Furukawa and CG animator Noriyuki Boda.
Tales of Eternia The Animation,6.32,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,13,Tales of Eternia,teiruzu obu etaania THE ANIMATION,テイルズ オブ エターニア THE ANIMATION,"In order to prevent the catastrophe called the Grand Fall, Rid Hershel and his companions Farah, Keel and Meredy have obtained the three Greater Spirits (""Craymels"" in the game version) of Inferia. En route to Mount Farlos, Rid is kidnapped by the bounty hunter Marone Blucarno, and the party is compelled to head to Belcarnu, an archipelago far from the major cities of Inferia. A series of adventures forces them to remain on the islands, where a more immediate threat to Inferia sleeps.

(Source: ANN)"
Tales of Vesperia: The First Strike,7.79,"Action, Adventure, Fantasy, Magic, Military",Movie,1,Tales of Vesperia ~The First Strike~,teiruzu obu vesuperia,テイルズ オブ ヴェスペリア,"Ten years after the Great War against the demon-beasts, the empire rules over the world and prosperity relies on the massive use of aer.

Yuri Lowell and Flynn Scifo are two young men who have just enrolled the ranks of the prestigious Imperial Knights. One day, they are sent to the town of Ceazontania, where abnormal aer activity has reportedly caused the proliferation of horribly mutated beasts, with serious threat for the whole region.

Meanwhile, the Knights Supreme Commander Alexei Denoia and the naive Princess Estellise are involved in a behind-the-curtains struggle for power in the capital. The situation in Ceazontania deteriorates as the garrison of Imperial Knights finds that they cannot expect any immediate support from the capital.

Then, Niren Fedrok, commander of the Imperial Knights in Ceazontania, takes an unexpected decision that is going to change Yuri and Flynn's destiny forever.

What are the secrets behind the extraordinary events that are happening around Yuri and Flynn? Will they be able to defend the innocent people of Ceazontania and stay true to their beliefs?

(Source: Funimation)"
Tales of Zestiria the X,7.6,"Action, Adventure, Fantasy",TV,12,Tales of Zestiria the X,teiruzu obu zesuteiria za kurosu,テイルズ オブ ゼスティリア ザ クロス,
Tales of the Abyss,7.47,"Adventure, Drama, Fantasy",TV,26,Tales of the Abyss,teiruzu obu ji abisu,テイルズ オブ ジ アビス,"The world of Auldrant is bound by the Score, a series of prophecies from centuries past that dictate the world's future. It is considered an absolute fate that everyone lives by—even people whose actions lead to bloodshed and tears. Using magical abilities known as the Fonic Arts, a war between the nation of Kimlasca-Lanvaldear and the Malkuth Empire is waged in hopes of bringing the Score's foreseen utopia to life.

Tales of the Abyss follows Luke von Fabre, who spends his days locked away in his manor after being kidnapped and losing memories as a child. One day, while honing his swordsmanship, a woman named Tear attempts to assassinate his master. Luke defends him, but the clash results in the two being teleported to a distant land. Luke and Tear’s journey back quickly escalates into a quest that will either free the world from the Score's chains or destroy it completely."
Tamagotchi Honto no Hanashi,6.1,Kids,Movie,1,The true story of the egg t-shirt,Tamagotchi Honto no Hanashi,たまごっちホントのはなし,The film contains nine skits made for the Toei Anime Fair. The Tamagotchi in this film don't speak but rather communicate via sounds similar to that of Pokémon Speak. This is unique because all the other anime adaptations of the franchise have the Tamagotchi speak Japanese.
Tamagotchi!,6.3,"Comedy, Kids",TV,143,Tamagotchi!,tamagotchi!,たまごっち!,"The stories will follow the daily lives of the Tamagotchi and feature new characters and settings. 

(Source: ANN)"
Tamagotchi! Miracle Friends,7.0,"Comedy, Fantasy, Kids",TV,29,Tamagotchi! Miracle Friends,tamagotchi!~mirakurufurenzu~,たまごっち！～みらくるフレンズ～,"In the new series, Miraitchi and Kururutchi, twin sisters who dream of becoming designers, travel from the future back in time to modern-day Dream Town. (Their names are a wordplay on the Japanese words for ""future"" and ""miracle."")

To get back to the future, they must collect all eight Dreambakutchi — mysterious Tamagotchi who have escaped throughout the town.
Mametchi joins Miraitchi and Kururutchi on their mission to find the Dreambakutchi, but then, an enigmatic Tamagotchi named X-Kamen (X-Mask) appears. 

(Sourse: ANN)"
Tamagotchi! Yume Kira Dream,6.41,"Comedy, Kids",TV,49,Egg t ground! Yume Kira D Rare M,Tamagotchi! Yume Kira Dream,たまごっち! ゆめキラドリーム,"Mametchi and his friends return to study abroad at Dream Town, a place that supports the dreams of all who live there. At Dream Town, Mametchi meets the aspiring idol singer Yumemitchi, Kiraritchi and other new characters as they all follow their own dreams. 

(Source: ANN)"
Tamako Love Story,8.16,"Comedy, Romance, Slice of Life",Movie,1,Tamako Love Story,tamakorabusutoorii,たまこラブストーリー,"As the seasons pass by, the end of Mochizou Ooji's third and final school year quickly approaches. He aims to study at a university in Tokyo, but at the cost of leaving behind his loved ones—including his beloved childhood crush, Tamako Kitashirakawa. Having no such plans for the future, Tamako will merely remain in town to work at her family's humble mochi shop.

As the time for Mochizou's departure draws closer, the reserved young man must gather up the courage to confess his feelings to Tamako before it is too late—lest his love go unnoticed forever."
Tamako Market,7.35,"Comedy, Slice of Life",TV,12,Tamako Market,tamakomaaketto,たまこまーけっと,"Inside the Usagiyama Shopping District lies an eccentric but close-knit community of business owners. Tamako Kitashirakawa, a clumsy though adorable teenage girl, belongs to a family of mochi bakers who own a quaint shop called Tama-ya. One day, Tamako stumbles upon a talking bird that presents himself as royalty from a distant land. Dera Mochimazzi, as he calls himself, states that he’s seeking a bride for his country’s prince. Intent on his mission, Dera follows Tamako home and develops an addiction to mochi, becoming painfully overweight and subsequently unable to fly back to his homeland; thus, he takes up residence with Tamako's family and becomes the community’s beloved mascot.

Meanwhile, Tamako's friend, Mochizou Ooji, continues to hide his true feelings for her. Their fathers are fierce mochi rivals, but will it be enough to drive a wedge between Tamako and Mochizou? And just what will happen to Dera's task of finding his prince’s destined bride?"
Tamala 2010: A Punk Cat in Space,6.78,"Comedy, Dementia, Psychological, Sci-Fi",Movie,1,Tamala 2010: A Punk Cat in Space,tamara 2010 a panku kyatto in supeesu,タマラ 2010 ア パンク キャット イン スペース,"In the year 2010, practically one hundred percent of Cat Earth's GDP comes from the megacorporation Catty &amp; Co., which is rapidly spreading across the rest of the galaxy. Here lives Tamala, a beautiful yet foul-mouthed cat, who decides to travel to the planet of her birth, Orion. After an unfortunate crash landing on the planet Q, Tamala meets Michaelangelo, a fellow cat, whom Tamala refers to as ""MoiMoi.""

As Tamala and Michaelangelo explore the planet's capital, Hate City—which is under martial law to separate the feuding cat and dog populations—they pass by graffiti and museum exhibits about the ancient cult of Minerva that speak of something dark and sinister. After Tamala catches the eye of the extremely violent motorcycle-riding Kentauros, she and Michaelangelo flee, but mysteries about Tamala's identity continue to surface. Why did Tamala originally leave Orion, and what exactly is her connection to Catty &amp; Co.?"
Tamayura: Hitotose,7.32,"Comedy, Drama, Slice of Life",TV,12,Tamayura: Hitotose,Tamayura: Hitotose,たまゆら～hitotose～,"In her last year of middle school, Fuu Sawatari had trouble dealing with her emotions following the sudden death of her father. Through the help of her brother and childhood friend, she rediscovered her love for photography, an activity she and her father often did together. In addition, she decided to attend high school in Takehara, her father's hometown and a place they often visited when she was younger.

It has been one month now since Fuu moved to Takehara and became close with her current group of friends: carefree Kaoru Hanawa, excitable Norie Okazaki, and quiet Maon Sakurada. Together with them and several acquaintances around town and abroad, Fuu continues her mission of capturing the joys of everyday life using her father's camera, while also helping her friends discover their own passions."
Tamayura: More Aggressive,7.54,"Comedy, Drama, Slice of Life",TV,12,Tamayura: More Aggressive,tamayura ~moaguresshibu~,たまゆら ～もあぐれっしぶ～,"The second season of Tamayura: Hitotose.

It's the beginning of a new school year for Fuu and friends. With a new year comes new challenges as Fuu tries to open a photography club at her school.

(Source: ANN)"
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.69,"Comedy, Drama, Slice of Life",Movie,1,Tamayura: Sotsugyo Shashin Part 1 - Kizashi,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,たまゆら～卒業写真～ 第1部 芽-きざし-,The first movie of a four-part finale of Tamayura.
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.85,"Comedy, Drama, Slice of Life",Movie,1,Tamayura: Sotsugyo Shashin Part 2 - Hibiki,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,たまゆら～卒業写真～ 第2部 響-ひびき-,The second movie of a four-part finale of Tamayura.
Tamayura: Sotsugyou Shashin Part 3 - Akogare,7.88,"Comedy, Drama, Slice of Life",Movie,1,Tamayura: Sotsugyo Shashin Part 3 - Longing,Tamayura: Sotsugyou Shashin Part 3 - Akogare,たまゆら～卒業写真～ 第3部 憧-あこがれ-,The third movie of a four-part finale of Tamayura.
Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.1,"Comedy, Drama, Slice of Life",Movie,1,Tamayura: Sotsugyo Shashin Part 4 - Tomorrow,Tamayura: Sotsugyou Shashin Part 4 - Ashita,たまゆら～卒業写真～ 第4部 朝-あした-,The final movie of a four-part finale of Tamayura.
Tanaka-kun wa Itsumo Kedaruge,8.1,"Comedy, School, Slice of Life",TV,12,Tanaka-kun is Always Listless,Tanaka-kun wa Itsumo Kedaruge,田中くんはいつもけだるげ,"For high school student Tanaka, the act of being listless is a way of life. Known for his inattentiveness and ability to fall asleep anywhere, Tanaka prays that each day will be as uneventful as the last, seeking to preserve his lazy lifestyle however he can by avoiding situations that require him to exert himself. Along with his dependable friend Oota who helps him with tasks he is unable to accomplish, the lethargic teenager constantly deals with events that prevent him from experiencing the quiet and peaceful days he longs for."
Taneyamagahara no Yoru,5.81,"Fantasy, Kids, Psychological, Slice of Life",Movie,1,The Night of Taneyamagahara,Taneyamagahara no Yoru,種山ヶ原の夜,Four workers wait out the night around a campfire. Three of them are talking about different things when they start hearing strange noises. Their discussion wakes up a sleeping companion who promptly goes back to sleep only to start having dreams...
Tang Lang Bu Chan,5.9,Historical,Movie,1,The Praying Mantis,Tang Lang Bu Chan,Tang Lang Bu Chan,"A cicada is resting high on a tree. It is chirping for all it’s worth and drinking in the dew, oblivious of a mantis behind. The mantis, bending over and arching up its front leg, is going to catch the cicada but does not know that there is an oriole beside it. The bird has stretched out its neck, ready to peck at the mantis. Again the oriole is unaware that a weasel is sneaking up to it. The three creatures all covet gains ahead without being aware of an imminent danger behind."
Tanken Driland,6.52,"Adventure, Fantasy",TV,37,Tanken Driland,tankendorirando,探検ドリランド,"Due to the influence of someone who visited her town when she was a child, Princess Mikoto of Elua decides to become a hunter and search for treasure all over the land of Driland. She sets out on her journey with her personal assistant Wallens, but they are soon joined by Pollon, a hunter who dreams of being a hero, and Paan, a wandering knight. As they continue their exploration they begin to sense great danger drawing near."
Tanken Driland: 1000-nen no Mahou,6.32,"Adventure, Fantasy",TV,51,Tanken Driland: 1000-nen no Mahou,tankendorirando-1000nennomakototakara(mahou)-,探検ドリランド-1000年の真宝（まほう）-,"1,000 years after Princess Mikoto's era, all hunters have been sealed into cards due to a certain incident in the past. Adventurous boy Hagan becomes the key to freeing these sealed hunters, and travels along with his friends to find these cards, sometimes facing treacherous battles.

(Source: ANN)"
Tanoshii Muumin Ikka,7.95,"Adventure, Comedy, Fantasy, Kids, Slice of Life",TV,78,fun muumin family,Tanoshii Muumin Ikka,楽しいムーミン一家,"Spring has finally arrived in Moomin Valley, giving way to another great adventure for Moomintroll and the rest of its inhabitants. With Snufkin coming home from his winter migration, the locals of the valley finally begin to rise from their hibernation. Finding a mysterious hat, the Moomins cannot bring themselves to throw it away due to its fine quality, instead hoping to eventually find its owner. 

While playing games with his friends, Moomin tries to hide in the silk hat. When his friends come looking for him, they are shocked to discover that Moomin has transformed into a hideous creature. Examining himself in the mirror, he is disgusted to find himself completely unrecognizable.

Transforming back to normal after scaring his friends and family, Moomin and Snufkin decide to toss the hat in the river. As it drifts away, they begin to wonder who the hat belonged to and whether its owner will return for their lost possession."
Tanoshii Muumin Ikka Bouken Nikki,7.56,"Adventure, Fantasy, Kids, Slice of Life",TV,26,Fun family adventure diary,Tanoshii Muumin Ikka Bouken Nikki,楽しいムーミン一家 冒険日記,"In the remote and mysterious Moomin Valley live the Moomin trolls, gentle and peaceful creatures. Young Moomin and his family experience many strange adventures, both magical and mundane. Based on the children's stories by Tove Jansson.

(Source: ANN)"
Tanoshii Willow Town,6.33,"Fantasy, Kids",TV,26,Tanoshii Willow Town,tanoshiiuirootaun,楽しいウイロータウン,"Kenneth Grahame's enchanting novel The Wind in the Willows (1908) is the basis for a series about the happy little world of the animals who live along the riverbank. Toad's boastful nature and the evil ferrets and weasels who live in the Wild Wood threaten everyone's quiet lives until the brave Ratty, Mole, Badger, and Toad band together to ensure that they can all live happily ever after.

(Source: The Anime Encyclopedia)"
Tanpen Unico: Kuroi Kumo to Shiroi Hane,6.54,"Adventure, Fantasy, Kids",Movie,1,Unico: Black Cloud White Feather,Tanpen Unico: Kuroi Kumo to Shiroi Hane,短編ユニコ 黒い雲と白い羽,"The Goddess Venus is jealous of the beautiful human girl Psyche and blames her pet unicorn, Unico, as Psyche's source of good luck that keeps her from the harm of the goddess' cruel intentions. 

Unico has the amazing power to make anyone he meets happy. Whether it's because of his personality or the powers of his horn, no one knows. Venus has Unico banished, and the West Wind now takes Unico from one place and time to the next. Taken to a heavily polluted city, Unico meets a sickly girl named Chiko who is suffering because of the pollution of a nearby factory that darkens the entire sky. Unico then is determined to cheer her up, cure her, and destroy the nearby factory.

(Source: ANN)"
Tansu Warashi.,6.91,"Comedy, Slice of Life, Supernatural",Movie,1,Drawer Hobs,Tansu Warashi.,たんすわらし。,"Noel Hiiragi thinks that her life is stressful enough living alone and working at a call center when her mother sends her a six-drawer wardrobe out of the blue. In hopes of returning the furniture after attempting to stuff it in a corner of her tiny apartment, she calls her mother to complain about the sudden burden, but her mom only vaguely tells Noel that it is ""her turn.""

When Noel returns from a night of drinking, she finds a fat child in her apartment eating her food. Shocked and confused, she eventually discovers that her mother's wardrobe contains six strange children who claim to serve the current mistress of the Hiiragi family. Refusing to buy this blunt explanation, Noel struggles to adapt to her new lifestyle, wondering whether the children's service is a blessing or a curse."
Tantei Gakuen Q,7.87,"Comedy, Drama, Mystery, Police, Shounen",TV,45,Detective School Q,Tantei Gakuen Q,探偵学園Q,"Kyuu is your average boy with a knack for logic and reasoning. Desiring to become a detective, he finds out about the existence of the Dan Detective School (DDS); a famed school where students are allowed to bear arms. Together with Megu, a girl with photographic memory, the martial arts master Kinta, the genius programmer Kazuma and the mysterious Ryuu, Kyuu tackles many well planned out crimes, always seeking the truth."
Tantei Kageki Milky Holmes TD,6.47,"Comedy, Mystery, Super Power",TV,12,Detective Opera Unky Compensation TD,Tantei Kageki Milky Holmes TD,探偵歌劇ミルキィホームズTD,"There have been many cases of stolen songs happening among the idols in Yokohama District recently. Even super idol Marine Amagi's hit song ""Kiseki no Uta"" was taken away. At the request of Marine, the Milky Holmes team starts investigating the case.

(Source: Crunchyroll)"
Tantei Opera Milky Holmes,7.04,"Comedy, Mystery, Super Power",TV,12,Tantei Opera Milky Holmes,tanteiopera mirukiihoomuzu,探偵オペラ ミルキィホームズ,"""Toys"" are powers bestowed upon those chosen to wield them, each having qualities that are unique to their users. Some of these individuals are born pure, using their powers to become detectives. Others bloom laced with poison and choose to become phantom thieves. These two opposing factions caused the formation of various detective academies around the globe—training detectives to fight and catch the phantom thieves.

Sherlock Shellingford, Nero Yuzurizaki, Hercule Burton, and Cordelia Glauca form ""Milky Holmes"", a group recognized as the cream of the crop in the Yokohama-based Holmes Detective Academy. However, in a skirmish against the phantom thief Arsene, their Toys suddenly disappear, deeming them unfit to continue as detectives. Stripped of their prestigious life and thrown into a rundown attic, they face expulsion if they fail to regain their powers within the next three months.

Tantei Opera Milky Holmes tells the story of a once-legendary group in their journey to recover their Toys, as well as attempting to continue their line of work without the powers that once defined their career."
Tantei Opera Milky Holmes Dai 2 Maku,7.3,"Comedy, Mystery, Super Power",TV,12,Detective Opera Milky Holmes 2,Tantei Opera Milky Holmes Dai 2 Maku,探偵オペラ ミルキィホームズ 第2幕,Second season of Tantei Opera Milky Holmes.
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,6.62,"Comedy, Mystery, Super Power",Movie,1,Tantei Opera Milky Holmes the Movie: Milky Holmes' Counterattack,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,劇場版 探偵オペラ ミルキィホームズ〜逆襲のミルキィホームズ〜,"The four members of Milky Holmes are going on a study tour. While soaking in the hot springs among snow monkeys, alarms interrupt the relaxing environment! It was the work of the Thief Empire. A fierce battle between Milky Holmes and the Thief Empire begins, with both sides using their Toys (special powers). Furthermore, with the arrival of the Genius 4, a three-way fight occurs! In the midst of battle, a violent lightning strikes from the sky. Struck by the lightning, the four Milky Holmes girls lose their abilities."
Tantei Team KZ Jiken Note,6.26,"Mystery, School",TV,16,Detective Thea M KZ Case Hand,Tantei Team KZ Jiken Note,探偵チームＫＺ（カッズ）事件ノート,"Aya Tachibana is a sixth-grader who frets and obsesses over friends, family, grades, and more. One day, she joins the ""Tantei Team KZ"" with four very idiosyncratic boys she met at cram school. There is the glib and attention-grabbing leader Kazuomi Wakatake, the mysterious ""expert of personal relationships"" Takakazu Kuroki, the smart and stoic math genius Kazunori Uesugi, and the sweet-hearted Kazuhiko Kozuka who is good at social matters and science. Aya finds her place among them as the ""language expert."" ""Tantei Team KZ"" gets involved in modern-day cases, and even if they bicker from time to time, they collaborate by pooling each of their talents and skills to solve these cases.

(Source: ANN)"
Tao Hua Yuan Ji,5.97,"Fantasy, Historical",Movie,1,The Legend of Shangri-La,Tao Hua Yuan Ji,Tao Hua Yuan Ji,"The 3D CG short film with its unique visual style, which tranquilly depicts Peach Blossom Valley (known to the western culture as Shangri-La), the earthly paradise, in Dong Jin people's mind and their desire to return to happy and harmonic life.

(Source: Official site)"
TaoTao Ehonkan Sekai Doubutsu Banashi,7.02,"Adventure, Comedy, Fantasy, Kids",TV,52,Taotao Picture Book Museum World Animal Stories,TaoTao Ehonkan Sekai Doubutsu Banashi,タオタオ絵本館,"In a valley in China which has never been visited by humans lives a little panda named Tao Tao. Together with his friends Kiki the monkey, Puhu the squirrel and Poe the hare, they play in the forest all day long.

(Source: ANN)"
