name,lang,confidence,english,japanese,kanji
Tamayura: Sotsugyou Shashin Part 3 - Akogare,ja,1.0,Tamayura: Sotsugyo Shashin Part 3 - Longing,Tamayura: Sotsugyou Shashin Part 3 - Akogare,たまゆら： そつぎょう しゃしん ぱｒｔ ３ ー あこがれ
Tamayura: Sotsugyou Shashin Part 4 - Ashita,ja,1.0,Tamayura: Sotsugyo Shashin Part 4 - Tomorrow,Tamayura: Sotsugyou Shashin Part 4 - Ashita,たまゆら： そつぎょう しゃしん ぱｒｔ ４ ー あした
Tanaka-kun wa Itsumo Kedaruge,ja,1.0,Shopkeeper Kazu always feels lethargic,Tanaka-kun wa Itsumo Kedaruge,店かーくん 和 いつも 気だるげ
Taneyamagahara no Yoru,ja,1.0,Taneyamagahara night,Taneyamagahara no Yoru,種山ヶ原 の 夜
Tang Lang Bu Chan,zh-CN,0.81439567,Tang Lang Bu Chan,Tang Lang Bu Chan,Tang Lang Bu Chan
Tanken Driland,da,0.3350971,Tanken Driland,Tanken Driland,Tanken Driland
Tanken Driland: 1000-nen no Mahou,lb,0.22753328,Tanken Driland: 1000-nen no Mahou,Tanken Driland: 1000-nen no Mahou,Tanken Driland: 1000-nen no Mahou
Tanoshii Muumin Ikka,ja,0.8774429,fun muumin family,Tanoshii Muumin Ikka,楽しい むうみん 一家
Tanoshii Muumin Ikka Bouken Nikki,ja,0.915498,Fun family adventure diary,Tanoshii Muumin Ikka Bouken Nikki,楽しい むうみん 一家 冒険 日記
Tanoshii Willow Town,en,0.8359173,Tanoshii Willow Town,tanoshiiyanagimachi,たのしい柳町
Tanpen Unico: Kuroi Kumo to Shiroi Hane,ja,1.0,Tanpen sea urchin: black spider and white wing,Tanpen Unico: Kuroi Kumo to Shiroi Hane,たんぺん うにこ： くろい くも と しろい はね
Tansu Warashi.,ja,1.0,Chest of straw.,Tansu Warashi.,たんす わらし。
Tantei Gakuen Q,ja,0.5386474,Detective school Q,Tantei Gakuen Q,探偵 学園 Ｑ
Tantei Kageki Milky Holmes TD,ja,0.7457156,Detective Opera Unky Compensation TD,Tantei Kageki Milky Holmes TD,探偵 歌劇 未ｌｋｙ 補ｌめｓ ＴＤ
Tantei Opera Milky Holmes,ro,0.1435147,Tantei Opera Milky Holmes,Tantei Opera Milky Holmes,Tantei Opera Milky Holmes
Tantei Opera Milky Holmes Dai 2 Maku,ja,0.550968,detective opera unlucky supplements big 2 films,Tantei Opera Milky Holmes Dai 2 Maku,探偵 オペラ 未ｌｋｙ 補ｌめｓ 大 ２ 膜
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,ja,0.61018264,Tantei opera milky praises Moie: Gyakushu no milky praises,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,たんてい おぺら みｌｋｙ ほｌめｓ もゔぃえ： ぎゃくしゅう の みｌｋｙ ほｌめｓ
Tantei Team KZ Jiken Note,ja,0.6291109,Detective Thea M KZ Case Hand,Tantei Team KZ Jiken Note,探偵 テアｍ ＫＺ 事件 の手
Tao Hua Yuan Ji,zh-CN,1.0,Tao Hua Yuan Ji,Tao Hua Yuan Ji,Tao Hua Yuan Ji
TaoTao Ehonkan Sekai Doubutsu Banashi,ja,1.0,Taotao Picture Book Museum World Animal Stories,TaoTao Ehonkan Sekai Doubutsu Banashi,タオタオ 絵本館 世界 動物 話
Tari Tari,ro,0.38610798,Tari Tari,Tari Tari,Tari Tari
Tarou-san no Kisha,ja,1.0,Taro's reporter,Tarou-san no Kisha,太郎ーさん の 記者
Tasogare Otome x Amnesia,ja,0.7462797,Twilight Maiden x Amnesia,Tasogare Otome x Amnesia,黄昏 乙女 ｘ あｍネシア
Tasogare no Udewa Densetsu,ja,1.0,Twilight Bracelet Legend,Tasogare no Udewa Densetsu,黄昏 の 腕輪 伝説
Tatakae! Chou Robot Seimeitai Transformers,ja,0.8654079,fight! Long robot t life form T column s form rs,Tatakae! Chou Robot Seimeitai Transformers,戦え！ 長 ロボｔ 生命体 Ｔ欄ｓフォｒめｒｓ
Tatakae!! Ramenman,ja,0.90829104,fight! ! isometric man,Tatakae!! Ramenman,戦え！！ 等面マン
Tatakae!! Ramenman (Movie),ja,0.91663814,fight! ! Esomen Man (Movie),Tatakae!! Ramenman (Movie),戦え！！ 等面マン （もヴィエ）
Tatakau Shisho: The Book of Bantorra,ja,0.7629782,Fight: Tee Book Of Bantora,Tatakau Shisho: The Book of Bantorra,たたかう ししょ： てぇ ぼおｋ おｆ ばんとっら
Tatamp,tl,0.6641052,Tatamp,Tatamp,Tatamp
Tatsu no Ko Tarou,ja,1.0,Noko Taro standing,Tatsu no Ko Tarou,立つ の 子 太郎
Tears to Tiara,en,0.8782697,Tears to Tiara,teiaazu・tou・teiara,ティアーズ・トゥ・ティアラ
Techno Police 21C,en,0.7704711,Techno Police 21C,tekunoporisu21C,テクノポリス21C
Teddy,en,1.0,Teddy,tedi,テディ
Teekyuu,so,0.56874394,Teekyuu,Teekyuu,Teekyuu
Teekyuu 2,so,0.56874394,Teekyuu 2,Teekyuu 2,Teekyuu 2
Teekyuu 3,so,0.56874394,Teekyuu 3,Teekyuu 3,Teekyuu 3
Teekyuu 4,so,0.56874394,Teekyuu 4,Teekyuu 4,Teekyuu 4
Teekyuu 5,so,0.56874394,Teekyuu 5,Teekyuu 5,Teekyuu 5
Teekyuu 6,so,0.56874394,Teekyuu 6,Teekyuu 6,Teekyuu 6
Teekyuu 7,so,0.56874394,Teekyuu 7,Teekyuu 7,Teekyuu 7
Tegamibachi,ja,0.9780344,Tegamibachi,Tegamibachi,テガミバチ
Tegamibachi Reverse,ja,0.6978325,Tegamibachi Level,Tegamibachi Reverse,テガミバチ レヴェｒせ
Tekken Chinmi,ja,0.77826846,tekken delicacy,Tekken Chinmi,鉄拳 珍味
Tekken: Blood Vengeance,en,0.6863567,Tekken: Blood Vengeance,tekken buraddo・venjiensu,鉄拳 ブラッド・ヴェンジェンス
Tekkon Kinkreet,et,0.22035591,Tekkon Kinkreet,Tekkon Kinkreet,Tekkon Kinkreet
Tekusuke Monogatari,ja,1.0,tech assistant story,Tekusuke Monogatari,テク助 物語
Telepathy Shoujo Ran,en,0.38332158,Telepathy Shoujo Ran,terepashiishoujo ran,テレパシー少女 蘭
Ten,en,0.8754915,Ten,juu,十
Tenchi Muyou! Manatsu no Eve,ja,1.0,Tenchi: Useless! midsummer picture,Tenchi Muyou! Manatsu no Eve,天地 無用！ 真夏 の 絵ヴェ
Tenchi Muyou! in Love,en,0.5284186,Tenchi Muyou! in Love,tenchimuyou!ren'ainaka,天地無用！恋愛中
Tenchi Muyou! in Love 2: Haruka Naru Omoi,ja,0.94054985,Tenchi Muyou! In Wow 2: Haruka Naru Moi,Tenchi Muyou! in Love 2: Haruka Naru Omoi,てんち むよう！ いん ぉゔぇ ２： はるか なる おもい
Tengen Toppa Gurren Lagann,jw,0.46713823,Tengen Toppa Gurren Lagann,Tengen Toppa Gurren Lagann,Tengen Toppa Gurren Lagann
Tengen Toppa Gurren Lagann Movie: Gurren-hen,jw,0.1561829,Tengen Toppa Gurren Lagann Movie: Gurren-hen,Tengen Toppa Gurren Lagann Movie: Gurren-hen,Tengen Toppa Gurren Lagann Movie: Gurren-hen
Tengen Toppa Gurren Lagann Movie: Lagann-hen,no,0.17964472,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Tengen Toppa Gurren Lagann Movie: Lagann-hen,Tengen Toppa Gurren Lagann Movie: Lagann-hen
Tengu Taiji,ja,0.96165574,Tengu extermination,Tengu Taiji,天狗 退治
Tenjou Tenge,ja,0.8663204,ceiling tengai,Tenjou Tenge,天井 天外
Tenjou Tenge: The Past Chapter,en,0.80577916,Tenjou Tenge: The Past Chapter,tenjoutenka kakohen,天上天華 過去編
Tenjou-jin to Akuto-jin Saigo no Tatakai,ja,1.0,The final battle between Ceiling Kidney and Actor Kidney,Tenjou-jin to Akuto-jin Saigo no Tatakai,天井ー腎 と アクトー腎 最後 の 戦い
Tenjouhen: Utsunomiko,ja,1.0,Temporary situation: Utsu no Miko,Tenjouhen: Utsunomiko,てんじょうへん： うつのみこ
Tenkai Knights,ja,0.7665983,Expand K to ghts,Tenkai Knights,展開 Ｋにｇｈｔｓ
Tenkuu Senki Shurato,ja,0.68724227,Tenku Senki Shura to,Tenkuu Senki Shurato,天空 戦記 修羅と
Tenkuu no Escaflowne,en,0.30713758,Tenkuu no Escaflowne,Tenkuu no Escaflowne,Tenkuu no Escaflowne
Tenkuu no Shiro Laputa,ja,1.0,White Aputa of the Sky,Tenkuu no Shiro Laputa,天空 の 白 ァぷた
Tenpou Ibun: Ayakashi Ayashi,ja,1.0,Tenpou Ibun: Ayashi Ayashi,Tenpou Ibun: Ayakashi Ayashi,てんぽう いぶん： あやかし あやし
Tenpou Suikoden Neo,ja,0.95768917,Tenpo Suikoden Neo,Tenpou Suikoden Neo,天保 水滸伝 ネオ
Tenrankai no E,ja,1.0,paintings at an exhibition,Tenrankai no E,展覧会 の 絵
Tensai Bakabon,ja,0.9622503,Genius Bakabon,Tensai Bakabon,天才 バカボン
Tenshi na Konamaiki,ja,1.0,angelic and cheeky,Tenshi na Konamaiki,天使 な 小生意気
Tenshi ni Narumon!,ja,1.0,Become an angel!,Tenshi ni Narumon!,天使 に なるもん！
Tenshi no Shippo Chu!,ja,1.0,Angel's Tail Inside!,Tenshi no Shippo Chu!,天使 の 尻尾 中！
Tentai Senshi Sunred,ja,0.6927725,Celestial Warrior Sunre d,Tentai Senshi Sunred,天体 戦士 すんレｄ
Tentai Senshi Sunred 2nd Season,en,0.6462493,Tentai Senshi Sunred 2nd Season,tentaisenshisanreddo 2nd Season,天体戦士サンレッド 2nd Season
Tentou Mushi no Uta,ja,0.91809964,Storefront ignored song,Tentou Mushi no Uta,店頭 無視 の 歌
Terra Formars,es,0.5485995,Terra Formars,Terra Formars,Terra Formars
Terra Formars Revenge,es,0.28325537,Terra Formars Revenge,Terra Formars Revenge,Terra Formars Revenge
Terra e...,it,0.5082227,Terra e...,Terra e...,Terra e...
Terra e... (TV),it,0.5374127,Terra e... (TV),Terra e... (TV),Terra e... (TV)
Tesagure! Bukatsumono,ja,1.0,Fumble! Club member,Tesagure! Bukatsumono,手探れ！ 部活者
Tesagure! Bukatsumono Encore,ja,1.0,Fumble! Club member SonoColle,Tesagure! Bukatsumono Encore,手探れ！ 部活者 園これ
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,ja,1.0,Fumble! Let's play with the club member S-Oops Julpurun Sharm.,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,手探れ！ 部活者 Ｓ品ーおっｆ プルプルん シャルム と 遊ぼう
Tetsujin 28-gou,ja,0.76112473,Tetsujin 28-go,Tetsujin 28-gou,鉄人 ２８ー合
Tetsujin 28-gou (1980),ja,0.76112473,Tetsujin 28-go (1980),Tetsujin 28-gou (1980),鉄人 ２８ー号 （１９８０）
Tetsujin 28-gou (2004),ja,0.76112473,Tetsujin 28-go (2004),Tetsujin 28-gou (2004),鉄人 ２８ー号 （２００４）
Tetsujin 28-gou: Hakuchuu no Zangetsu,ja,1.0,Tetsujin 28-Go: Hakuchu no Zangetsu,Tetsujin 28-gou: Hakuchuu no Zangetsu,てつじん ２８ーごう： はくちゅう の ざんげつ
Tetsuko no Tabi,ja,1.0,Tetsuko's journey,Tetsuko no Tabi,徹子 の 旅
Tetsuwan Atom,ja,0.6839169,Tetsuwan rear m,Tetsuwan Atom,鉄腕 後ｍ
Tetsuwan Atom (1980),ja,0.6839169,Tetsuwan Gom (1980),Tetsuwan Atom (1980),鉄腕 後ｍ （１９８０）
Tetsuwan Atom: Ao Kishi no Kan,ja,1.0,Tetsuwan remaining m: Aokishi no Kan,Tetsuwan Atom: Ao Kishi no Kan,てつわん あとｍ： あお きし の かん
Tetsuwan Atom: Atom Tanjou no Himitsu,ja,1.0,Tetsuwan Atom: Atom Tanjo's secret,Tetsuwan Atom: Atom Tanjou no Himitsu,てつわん あとｍ： あとｍ たんじょう の ひみつ
Tetsuwan Atom: Chikyuu Saigo no Hi,ja,1.0,Tetsuwan remaining m: Chikyuu final day,Tetsuwan Atom: Chikyuu Saigo no Hi,てつわん あとｍ： ちきゅう さいご の ひ
Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,ja,1.0,Tetsuwan remaining m: Ian's Wakusei - Robo-t and Human's Yujo,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,てつわん あとｍ： いゔぁん の わくせい ー ろぼｔ と にんげん の ゆうじょう
"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",ja,1.0,One more meter: Shining and beautiful - you are blue and beautiful. . .,"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",てつわん あとｍ： かがやける ほし ー あなた わ あおく、 うつくしい。。。
Tetsuwan Atom: Uchuu no Yuusha,ja,0.98024446,Tetsuwan remaining m: Uchuu no Yuusha,Tetsuwan Atom: Uchuu no Yuusha,てつわん あとｍ： うちゅう の ゆうしゃ
Tetsuwan Birdy Decode,ja,0.760284,Tetsuwan day rdy deco,Tetsuwan Birdy Decode,鉄腕 日ｒｄｙ デコで
Tetsuwan Birdy Decode:02,ja,0.760284,Tetsuwan Birdy Dekode:02,Tetsuwan Birdy Decode:02,てつわん びｒｄｙ でこで：０２
Texhnolyze,en,0.6761921,Texhnolyze,tekunoraizu,テクノライズ
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,ja,1.0,Tezuka Osamu's Butte: Red Judge! Beautifully,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,てずか おさむ の ぶっでゃ： あかい さばく よ！ うつくしく
Tezuka Osamu no Buddha: Owarinaki Tabi,ja,1.0,Tezuka Osamu's Bukkake: Endless Time,Tezuka Osamu no Buddha: Owarinaki Tabi,てずか おさむ の ぶっでゃ： おわりなき たび
Tezuka Osamu no Don Dracula,en,0.27665487,Tezuka Osamu no Don Dracula,Tezuka Osamu no Don Dracula,Tezuka Osamu no Don Dracula
Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,ja,1.0,Osamu Tezuka's short story: In the beginning,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,てずか おさむ の きゅうやく せいしょ ものがたり： いん てぇ べぎんいんｇ
The Adventures of Hello Kitty and Friends,en,1.0,The Adventures of Hello Kitty and Friends,harookiteitonakamatachinobouken,ハローキティと仲間たちの冒険
The Adventures of T-Rex,en,1.0,The Adventures of T-Rex,teiranosaurusunobouken,ティラノサウルスの冒険
The Aurora: Umi no Aurora,ja,0.52022094,Tee Aurora: Sea Aurora,The Aurora: Umi no Aurora,てぇ あうろら： うみ の あうろら
The Baby Birds of Norman McLaren,en,0.9891306,The Baby Birds of Norman McLaren,nooman・makuraarennohinadori,ノーマン・マクラーレンの雛鳥
The Bathroom,en,1.0,The Bathroom,basuruumu,バスルーム
The Big O,en,1.0,The Big O,bigguoo,ビッグオー
The Deers Bell,en,1.0,The Deers Bell,diaazuberu,ディアーズベル
The House,en,1.0,The House,za・hausu,ザ・ハウス
The Kabocha Wine,en,0.40059766,The Kabocha Wine,kabochawain,かぼちゃワイン
The Kabocha Wine: Nita no Aijou Monogatari,ja,0.93778807,Tee Pumpkin Wine: Nita's Aijo Story,The Kabocha Wine: Nita no Aijou Monogatari,てぇ かぼちゃ うぃね： にた の あいじょう ものがたり
The Last: Naruto the Movie,en,1.0,The Last: Naruto the Movie,za・rasuto:gekijoubanNARUTO -naruto-,ザ・ラスト：劇場版NARUTO -ナルト-
The Law of Ueki,en,0.6477331,The Law of Ueki,uekinohousoku,うえきの法則
The Marshmallow Times,en,1.0,The Marshmallow Times,mashumarotaimuzu,マシュマロタイムズ
The Monkey King Conquers the Demon,en,1.0,The Monkey King Conquers the Demon,saruouhaakumawoseifukusuru,猿王は悪魔を征服する
The Monkey King and the Fruit of Immortality,en,1.0,The Monkey King and the Fruit of Immortality,saruoutofuroufushinokajitsu,猿王と不老不死の果実
The Movie: Sekai no Mukou ni,ja,0.93089664,Tee moie: Beyond the world,The Movie: Sekai no Mukou ni,てぇ もゔぃえ： せかい の むこう に
The Place Where We Were,en,1.0,The Place Where We Were,watashitachigaitabasho,私たちがいた場所
The Sky Crawlers,en,1.0,The Sky Crawlers,sukai・kurora,スカイ・クロラ
The SoulTaker: Tamashii-gari,ja,0.55008733,Tee so l taker: Tamara gari,The SoulTaker: Tamashii-gari,てぇ そうｌたけｒ： たましいーがり
The Story of Mr. Sorry,en,1.0,The Story of Mr. Sorry,misutaa・sooriinomonogatari,ミスター・ソーリーの物語
The Third: Aoi Hitomi no Shoujo,ja,0.582223,Tier: Hitomi Aoi's house,The Third: Aoi Hitomi no Shoujo,てぇ てぃｒｄ： あおい ひとみ の しょうじょ
The Ultraman,en,1.0,The Ultraman,urutoraman,ウルトラマン
The iDOLM@STER,en,0.8788578,The iDOLM@STER,aidorumasutaa,アイドルマスター
The iDOLM@STER Cinderella Girls,en,0.8750913,The iDOLM@STER Cinderella Girls,aidorumasutaa shindereragaaruzu,アイドルマスター シンデレラガールズ
The iDOLM@STER Cinderella Girls 2nd Season,en,0.80291176,The iDOLM@STER Cinderella Girls 2nd Season,aidorumasutaa shindereragaaruzu 2nd Season,アイドルマスター シンデレラガールズ 2nd Season
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,ja,0.9302801,Tee Ido LM@SteR Moie: Shining beyond!,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,てぇ いどＬＭ＠ＳてＲ もゔぃえ： かがやき の むこうがわ え！
Thermae Romae,la,0.92426986,Thermae Romae,Thermae Romae,Thermae Romae
The☆Doraemons: Dokidoki Kikansha Daibakusou!,ja,1.0,The☆Doraemons: Dokidoki Kikansha Daibakusou!,The☆Doraemons: Dokidoki Kikansha Daibakusou!,The☆Doraemons: Dokidoki Kikansha Daibakusou!
The☆Doraemons: Goal! Goal! Goal!!,en,0.8433782,The☆Doraemons: Goal! Goal! Goal!!,za☆doraemonzu gooru!gooru!gooru!!,ザ☆ドラえもんズ ゴール！ゴール！ゴール！！
The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,ja,1.0,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!
"The☆Doraemons: Strange, Sweets, Strange?",en,1.0,"The☆Doraemons: Strange, Sweets, Strange?","za☆doraemonzu hen,suiitsu,hen？",ザ☆ドラえもんズ 変、スイーツ、変？
The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,en,1.0,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,za☆doraemonzu kaitoudorapan nazonokaruteru,ザ☆ドラえもんズ 怪盗ドラパン 謎のカルテル
Three Monks,en,1.0,Three Monks,sanninnosouryo,三人の僧侶
Tibet Inu Monogatari,ja,0.2670621,Tibet Inu Monogatari,Tibet Inu Monogatari,Tibet Inu Monogatari
Tide-Line Blue,en,1.0,Tide-Line Blue,taidorainburuu,タイドラインブルー
Tie Shan Gongzhu,zh-CN,1.0,Tie Shan Gongzhu,Tie Shan Gongzhu,Tie Shan Gongzhu
Tiger Mask,en,0.94382024,Tiger Mask,taigaamasuku,タイガーマスク
Tiger Mask (Movie),en,1.0,Tiger Mask (Movie),taigaamasuku (eiga),タイガーマスク (映画)
Tiger Mask Fuku Men League Sen,en,0.27806944,Tiger Mask Fuku Men League Sen,Tiger Mask Fuku Men League Sen,Tiger Mask Fuku Men League Sen
Tiger Mask Nisei,en,0.777202,Tiger Mask Nisei,taigaamasukunisei,タイガーマスク二世
Tiger and Bunny,en,1.0,Tiger and Bunny,taigaa&banii,タイガー＆バニー
Tiger and Bunny Movie 1: The Beginning,en,1.0,Tiger and Bunny Movie 1: The Beginning,gekijouban TIGER & BUNNY 1:The Beginning,劇場版 TIGER & BUNNY 1:The Beginning
Tiger and Bunny Movie 2: The Rising,en,1.0,Tiger and Bunny Movie 2: The Rising,gekijouban taigaa&banii2 za・raijingu,劇場版 タイガー＆バニー2 ザ・ライジング
Time Bokan,no,0.2758035,Time Bokan,Time Bokan,Time Bokan
Time Bokan 2000: Kaitou Kiramekiman,ja,0.8148432,Chime Bokan 2000: Kaito Kiramekiman,Time Bokan 2000: Kaitou Kiramekiman,ちめ ぼかん ２０００： かいとう きらめきまん
Time Bokan Series: Gyakuten Ippatsuman,ja,0.985258,Chime Bokan Serie: Gyakuten Ippappamu,Time Bokan Series: Gyakuten Ippatsuman,ちめ ぼかん せりえｓ： ぎゃくてん いっぱつまん
Time Bokan Series: Itadakiman,ja,0.48178494,Chime Bokan Serie: Itadakiman,Time Bokan Series: Itadakiman,ちめ ぼかん せりえｓ： いただきまん
Time Bokan Series: Time Patroltai Otasukeman,el,0.33013803,Time Bokan Series: Time Patroltai Otasukeman,Time Bokan Series: Time Patroltai Otasukeman,Time Bokan Series: Time Patroltai Otasukeman
Time Bokan Series: Yatterman,ja,0.34391236,Time Bokan Series: Yatterman,Time Bokan Series: Yatterman,Time Bokan Series: Yatterman
Time Bokan Series: Yattodetaman,ja,0.40521201,Chime Bokan Serie: At last it's over.,Time Bokan Series: Yattodetaman,ちめ ぼかん せりえｓ： やっとでたまん
Time Bokan Series: Zenderman,id,0.33066013,Time Bokan Series: Zenderman,Time Bokan Series: Zenderman,Time Bokan Series: Zenderman
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,ja,1.0,Chime T-Rayel Shojo: Mariwaka and the 8-year-old students,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,ちめ Ｔらゔぇｌ しょうじょ： まり わか と ８ーにん の かがくしゃーたち
Time Travel Tondekeman!,en,0.19727565,Time Travel Tondekeman!,Time Travel Tondekeman!,Time Travel Tondekeman!
Tistou Midori no Oyayubi,ja,1.0,green thumb,Tistou Midori no Oyayubi,地ｓ等 緑 の 親指
Toaru Hikuushi e no Koiuta,ja,1.0,A love song about a certain aviator,Toaru Hikuushi e no Koiuta,とある 飛空士 絵 の 恋歌
Toaru Hikuushi e no Tsuioku,ja,1.0,Memories of a certain aviator painting,Toaru Hikuushi e no Tsuioku,とある 飛空士 絵 の 追憶
Toaru Kagaku no Railgun,ja,1.0,A Certain Scientific Leprosy Army,Toaru Kagaku no Railgun,とある 科学 の らいｌ軍
Toaru Kagaku no Railgun S,ja,1.0,A Certain Scientific Leprosy Army S,Toaru Kagaku no Railgun S,とある 科学 の らいｌ軍 Ｓ
Toaru Majutsu no Index,ja,0.98847115,A member of a certain magician,Toaru Majutsu no Index,とある 魔術 の 員でｘ
Toaru Majutsu no Index II,ja,0.9425123,I'm a member of a certain magician.,Toaru Majutsu no Index II,とある 魔術 の 員でｘ いい
Toaru Majutsu no Index: Endymion no Kiseki,ja,1.0,A Certain Magician's Index: Endymion's Kiseki,Toaru Majutsu no Index: Endymion no Kiseki,とある まじゅつ の いんでｘ： えんｄｙみおん の きせき
Tobacco to Hai,hi,0.32881248,Tobacco to Hai,Tobacco to Hai,Tobacco to Hai
Tobe! Isami,bn,0.94432944,Tobe! Isami,Tobe! Isami,Tobe! Isami
Tobe! Kujira no Peek,bn,0.40507078,Tobe! Kujira no Peek,Tobe! Kujira no Peek,Tobe! Kujira no Peek
Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,ja,0.9589738,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix
Tobira wo Akete,ja,0.82100314,open the door,Tobira wo Akete,扉 を 開けて
Togainu no Chi,ja,0.85785466,land of togainu,Togainu no Chi,咎狗 の 地
Toilet no Hanako-san,ja,0.6193673,and Hanako from Yet,Toilet no Hanako-san,とイェｔ の はなこーさん
Toki no Tabibito: Time Stranger,ja,0.62147593,Time and time: Chime St Langer,Toki no Tabibito: Time Stranger,とき の たびびと： ちめ Ｓｔらんげｒ
Toki wo Kakeru Shoujo,ja,1.0,A girl who spends time,Toki wo Kakeru Shoujo,とき を かける 少女
Tokimeki Tonight,ja,0.9648548,Tokimeki Toni Ght,Tokimeki Tonight,ときめき とにｇｈｔ
Tokkou,ja,0.75201964,special attack,Tokkou,特攻
Tokusou Kihei Dorvack,ja,0.73608226,Special investigation cavalry degree rvacck,Tokusou Kihei Dorvack,特捜 騎兵 度ｒヴァｃｋ
Tokyo ESP,en,0.67559326,Tokyo ESP,toukyouESP,東京ESP
Tokyo Fantasia,el,0.31241682,Tokyo Fantasia,Tokyo Fantasia,Tokyo Fantasia
Tokyo Ghoul,en,0.5315333,Tokyo Ghoul,toukyouguuru,東京グール
Tokyo Ghoul √A,en,0.5315333,Tokyo Ghoul √A,toukyoushokutanetookyooguuru√A,東京喰種トーキョーグール√A
Tokyo Godfathers,en,0.98509985,Tokyo Godfathers,toukyougoddofuaazaazu,東京ゴッドファーザーズ
Tokyo Loop,en,0.9333499,Tokyo Loop,toukyouruupu,東京ループ
Tokyo Magnitude 8.0,en,0.28700233,Tokyo Magnitude 8.0,Tokyo Magnitude 8.0,Tokyo Magnitude 8.0
Tokyo Majin Gakuen Kenpucho: Tou,ja,1.0,Tokyo Majin Gakuen Kenpucho: To,Tokyo Majin Gakuen Kenpucho: Tou,ときょ まじん がくえん けんぷちょ： とう
Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,ja,1.0,Tokyo Majin Gakuen Kenpucho: Sprinkle it on a daily basis,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,ときょ まじん がくえん けんぷちょ： とう だい に まく
Tokyo Mew Mew,en,0.87738216,Tokyo Mew Mew,toukyoumyuumyuu,東京ミュウミュウ
Tokyo Ravens,en,0.5833375,Tokyo Ravens,toukyoureivunzu,東京レイヴンズ
Tokyo Tribe 2,en,0.503872,Tokyo Tribe 2,tookyootoraibu2,トーキョートライブ2
Tokyo Underground,en,0.9328658,Tokyo Underground,toukyouandaaguraundo,東京アンダーグラウンド
Tom Sawyer no Bouken,ja,0.4498903,The adventure of the difference between,Tom Sawyer no Bouken,とｍ 差ゑｒ の 冒険
Tonagura!,ja,0.88481385,And Nagura!,Tonagura!,と名倉！
Tonari no Kaibutsu-kun,ja,1.0,The monster next door,Tonari no Kaibutsu-kun,隣 の 怪物ーくん
Tonari no Seki-kun,ja,1.0,The seat next to me,Tonari no Seki-kun,隣 の 席ーくん
Tonari no Tamageta-kun,ja,1.0,Tamage-kun next door,Tonari no Tamageta-kun,隣 の たまげたーくん
Tonari no Totoro,ja,1.0,Toro next door,Tonari no Totoro,隣 の とトロ
Tonari no Yamada-kun,ja,1.0,Yamada-kun next door,Tonari no Yamada-kun,隣 の 山田ーくん
Tonari no Yarou,ja,1.0,bastard next door,Tonari no Yarou,隣 の 野郎
Tonde Mon Pe,fr,0.7562767,Tonde Mon Pe,Tonde Mon Pe,Tonde Mon Pe
Tondemo Nezumi Daikatsuyaku,ja,1.0,What a great mouse!,Tondemo Nezumi Daikatsuyaku,とんでも ネズミ 大活躍
Tondemo Senshi Muteking,ja,0.9404842,"A hell of a warrior, invincible",Tondemo Senshi Muteking,とんでも 戦士 無敵んｇ
Tondera House no Daibouken,ja,0.79605293,The Great Adventure of Tondela Dharma,Tondera House no Daibouken,トンデラ 法施 の 大冒険
Tongari Boushi no Memole,ja,0.98223627,Memo for prevention of tongari,Tongari Boushi no Memole,トンガリ 防止 の メモぇ
Tonkatsu DJ Agetarou,ja,1.0,Tonkatsu DJ Yotaro,Tonkatsu DJ Agetarou,とんかつ ＤＪ 揚太郎
