name,english,japanese,kanji
Salaryman Kintarou,Come on Ryman Kintaro,Salaryman Kintarou,サラリーマン金太郎
Samchongsa: Time Machine 001,Samchongsa: Time Machine 001,Samchongsa: Time Machine 001,Samchongsa: Time Machine 001
Samero,Wake Up,samero,覚めろ
Samurai,Samurai,samurai,さむらい
Samurai 7,Samurai 7,samuraisebun,サムライセブン
Samurai Champloo,Samurai Champloo,samuraichanpuruu,サムライチャンプルー
Samurai Deeper Kyou,Samurai Deeper Kyo,Samurai Deeper Kyou,Samurai Deeper Kyou
Samurai Flamenco,Samurai Flamenco,samuraifuramenko,サムライフラメンコ
Samurai Giants,Samurai Giants,samuraijaiantsu,侍ジャイアンツ
Samurai Girl Real Bout High School,Samurai Girl Real Bout High School,SAMURAI GIRL riarubautohaisukuuru,SAMURAI GIRL　リアルバウトハイスクール
Samurai Gun,samurai army,Samurai Gun,サムライガン
San-biki no Koguma-san,Three Little Bears,San-biki no Koguma-san,三匹の小熊さん
Sango Shou Densetsu: Aoi Umi no Elfie,Coral music: Aoi Umi no Elphie,Sango Shou Densetsu: Aoi Umi no Elfie,サンゴ礁伝説　青い海のエルフィ
Sangokushi Daiichibu Eiyuu-tachi no Yoake,Romance of the Three Kingdoms Part 1: Dawn of the Heroes,Sangokushi Daiichibu Eiyuu-tachi no Yoake,三国志 第一部 英雄ーたち の 夜明け
Sangokushi Dainibu Choukou Moyu,Romance of the Three Kingdoms Part 2 Fishing Moyu,Sangokushi Dainibu Choukou Moyu,三国志 第二部 釣行 も湯
Sangokushi Daisanbu Harukanaru Taichi,Romance of the Three Kingdoms Part 3 Far Far Away,Sangokushi Daisanbu Harukanaru Taichi,三国志 第三部 はるかなる 対地
Sankarea,Sankarea: Undying Love,Sankarea,さんかれあ
Sankou to Tako: Hyakumanryou Chinsoudou,Sanko and the Octopus: A Fight Over a Fortune,Sankou to Tako: Hyakumanryou Chinsoudou,三公と蛸～百万両珍騒動～
Sanrio Anime Sekai Meisaku Gekijou,Hello Kitty's Furry Tale Theater,Sanrio Anime Sekai Meisaku Gekijou,サンリオ・アニメ世界名作劇場
Sansha Sanyou,"Three Leaves, Three Colors",Sansha Sanyou,Sansha Sanyou
Santa Company,Santa Company,santa・kanpanii,サンタ・カンパニー
Sanzoku no Musume Ronja,Ronja the Robber's Daughter,Sanzoku no Musume Ronja,山賊の娘ローニャ
Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,Farewell to Space Battleship Yamato: In the Name of Love,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,さらば宇宙戦艦ヤマト・愛の戦士たち
Saraiya Goyou,House of Five Leaves,Saraiya Goyou,さらい屋 五葉
Sarasoujuu no Hana no Iro,Spotlight,Sarasoujuu no Hana no Iro,娑羅双樹の花の色
Saru Getchu: On Air,Ape Escape,Saru Getchu: On Air,サルゲッチュ ～オンエアー～
Saru Getchu: On Air 2nd,Saru Getchu: On Air 2nd,sarugetchu ~on'eaa~2nd,サルゲッチュ ～オンエアー～2nd
Saru Kani Gassen,Monkey battle,Saru Kani Gassen,サルカニ合戦
Saru Kani Gassen,Monkey battle,Saru Kani Gassen,サルカニ合戦
Saru Masamune,The Monkey Sword Masamune,Saru Masamune,さる 政宗
Saru to Kani no Gassen,Battle of the Monkey and the Monster,Saru to Kani no Gassen,サルとカニの合戦
Sarusuberi: Miss Hokusai,Monkey Slide: Miss Hokusai,Sarusuberi: Miss Hokusai,さるすべり： みっｓ ほくさい
Sarutobi Ecchan,Sarutobi Ecchan,Sarutobi Ecchan,さるとびエッちゃん
Sasameki Koto,Whispered Words,Sasameki Koto,ささめきこと
Sasami-san@Ganbaranai,Sasami-san @ Don’t try your best,Sasami-san@Ganbaranai,ささみさん@がんばらない
Sasami: Mahou Shoujo Club,Sasami Magical Girls Club,Sasami: Mahou Shoujo Club,砂沙美 -魔法少女クラブ-
Sasami: Mahou Shoujo Club 2,Sasami Magical Girls Club,Sasami: Mahou Shoujo Club 2,砂沙美☆魔法少女クラブ シーズン2
Sasuga no Sarutobi,Amazing Sarutobi,Sasuga no Sarutobi,さすがの猿飛
Sasuke,Sasuke,Sasuke,サスケ
Sasurai no Shoujo Nell,Nell the Wandering Girl,Sasurai no Shoujo Nell,さすらいの少女ネル
Sasurai no Taiyou,Nozomi In The Sun,Sasurai no Taiyou,さすらいの太陽
Satsujinkyou Jidai,Au Fou!,Satsujinkyou Jidai,殺人狂 時代
Sayokyoku,Serenade,Sayokyoku,小夜曲
Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,Adieu Galaxy Express 999,Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,さよなら銀河鉄道999 -アンドロメダ終着駅-
Sayonara Zetsubou Sensei,"Sayonara, Zetsubou-Sensei",Sayonara Zetsubou Sensei,さよなら絶望先生
Scan2Go,Scan2Go,Scan2Go,Scan2Go
School Rumble,School Rumble,sukuururanburu,スクールランブル
School Rumble Ni Gakki,School Rumble: 2nd Semester,School Rumble Ni Gakki,スクールランブル 二学期
Schwarzesmarken,Schwarzes Marken,shuvuarutsuesumaaken,シュヴァルツェスマーケン
Sci-fi Harry,Sci-fi Harry,saifuaiharii,サイファイハリー
Scrap Diary,Scrap Diary,sukurappu・daiarii,スクラップ・ダイアリー
Scrapped Princess,Scrapped Princess,sukurappudo・purinsesu,スクラップド・プリンセス
Scryed Alteration I: Tao,Scryed Alteration I: Tao,sukuraido・orutareeshonI:tao,スクライド・オルタレーションI：タオ
Scryed Alteration II: Quan,Scryed Alteration II: Quan,sukuraido・orutareeshon II:kuan,スクライド・オルタレーション II：クアン
Sei Juushi Bismarck,Saber Rider and the Star Sheriffs,Sei Juushi Bismarck,星銃士 ビスマルク
Seigi wo Aisuru Mono Gekkou Kamen,Lover of Justice Moonlight Mask,Seigi wo Aisuru Mono Gekkou Kamen,正義を愛する者、月光仮面
Seihou Bukyou Outlaw Star,Outlaw Star,hoshihoubukyouautoroosutaa,星方武侠アウトロースター
Seihou Tenshi Angel Links,Angel Links,hoshihoutenshienjierurinkusu,星方天使エンジェルリンクス
Seikai no Monshou,Crest of the Stars,Seikai no Monshou,星界の紋章
Seikai no Senki,Banner of the Stars,Seikai no Senki,星界の戦旗
Seikai no Senki II,Banner of the Stars II,Seikai no Senki II,星界の戦旗 II
Seiken no Blacksmith,The Sacred Blacksmith,Seiken no Blacksmith,聖剣の刀鍛冶（ブラックスミス）
Seikimatsu Occult Gakuin,Occult Academy,Seikimatsu Occult Gakuin,世紀末オカルト学院
Seikoku no Dragonar,Dragonar Academy,Seikoku no Dragonar,星刻の竜騎士
Seikon no Qwaser,The Qwaser of Stigmata,Seikon no Qwaser,聖痕のクェイサー
Seikon no Qwaser II,The Qwaser of Stigmata II,Seikon no Qwaser II,聖痕のクェイサー II
Seimei no Kagaku: Micro Patrol,Once Upon a Time... Life,Seimei no Kagaku: Micro Patrol,生命の科学ミクロパトロール
Seirei Tsukai,Elementalors,Seirei Tsukai,精霊使い
Seirei no Moribito,Moribito - Guardian of the Spirit,Seirei no Moribito,精霊の守り人
Seisen Cerberus: Ryuukoku no Fatalités,Cerberus,Seisen Cerberus: Ryuukoku no Fatalités,聖戦ケルベロス　竜刻のファタリテ
Seishun Anime Zenshuu,Animated Classics of Japanese Literature,Seishun Anime Zenshuu,青春アニメ全集
Seitokai Yakuindomo,Student Council Staff Members,Seitokai Yakuindomo,生徒会役員共
Seitokai Yakuindomo*,Seitokai Yakuindomo*,Seitokai Yakuindomo*,生徒会役員共＊
Seiyou Kottou Yougashiten: Antique,Antique Bakery,Seiyou Kottou Yougashiten: Antique,西洋骨董洋菓子店 ~アンティーク~
Sekai Meisaku Douwa Series,World masterpiece fairy tale series,Sekai Meisaku Douwa Series,世界名作童話シリーズ
Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,Aladdin and the Wonderful Lamp,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,アラジンと魔法のランプ
Sekai Meisaku Douwa: Hakuchou no Mizuumi,Swan Lake,Sekai Meisaku Douwa: Hakuchou no Mizuumi,世界名作童話 白鳥の湖
Sekai Meisaku Douwa: Hakuchou no Ouji,The Wild Swans,Sekai Meisaku Douwa: Hakuchou no Ouji,世界名作童話 白鳥の王子
Sekai Meisaku Douwa: Mori wa Ikiteiru,The world is alive and well,Sekai Meisaku Douwa: Mori wa Ikiteiru,森は生きている
Sekai Meisaku Douwa: Oyayubi Hime,World's Famous Stories for Children: Thumb Princess,Sekai Meisaku Douwa: Oyayubi Hime,世界名作童話 おやゆび姫
Sekai Meisaku Douwa: Wow! Maerchen Oukoku,The World's Most Famous Tales,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,世界名作童話シリーズ・ワ～ォ！メルヘン王国
Sekai Monoshiri Ryoko,World Knowledgeable Lyoko,Sekai Monoshiri Ryoko,世界ものしり旅行
Sekai Seifuku: Bouryaku no Zvezda,World Conquest Zvezda Plot,Sekai Seifuku: Bouryaku no Zvezda,世界征服～謀略のズヴィズダー～
Sekai de Ichiban Tsuyoku Naritai!,Wanna Be the Strongest in the World,Sekai de Ichiban Tsuyoku Naritai!,世界でいちばん強くなりたい!
Sekaiichi Hatsukoi,Sekai Ichi Hatsukoi - World's Greatest First Love,Sekaiichi Hatsukoi,世界一 初恋
Sekaiichi Hatsukoi 2,Sekai Ichi Hatsukoi - World's Greatest First Love 2,Sekaiichi Hatsukoi 2,世界一 初恋 ２
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Hatsukoi Moie in the world: Takafumi Yokozawa's birthday,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,劇場版 世界一初恋 横澤隆史の場合
Sekaiichi Hatsukoi: Valentine-hen,Hatsukoi: World,Sekaiichi Hatsukoi: Valentine-hen,世界一初恋～バレンタイン編～
Sekkou Boys,Sekko Boys,sekkoubooizu,石膏ボーイズ
Selector Destructed WIXOSS Movie,Selector Destructed WIXOSS Movie,gekijouban selector destructed WIXOSS,劇場版 selector destructed WIXOSS
Selector Infected WIXOSS,selector infected WIXOSS,serekutaakansenWIXOSS,セレクター感染WIXOSS
Selector Spread WIXOSS,selector spread WIXOSS,serekutaasupureddo WIXOSS,セレクタースプレッド WIXOSS
Sen to Chihiro no Kamikakushi,Spirited Away,Sen to Chihiro no Kamikakushi,千と千尋の神隠し
Sengoku Basara,Sengoku Basara: Samurai Kings,Sengoku Basara,戦国BASARA
Sengoku Basara Movie: The Last Party,Sengoku Basara - Samurai Kings: The Movie,gekijouban sengokuBASARA -The Last Party-,劇場版 戦国BASARA -The Last Party-
Sengoku Basara Two,Sengoku Basara Two,sengokuBASARA2,戦国BASARA2
Sengoku Basara: Judge End,Sengoku BASARA: End of Judgement,sengokuBASARA Judge End,戦国BASARA Judge End
Sengoku Collection,Sengoku Collection,sengokukorekushon,戦国コレクション
Sengoku Kitan Youtouden Soushuuhen,Sengoku Kitan Yotoden Compilation,Sengoku Kitan Youtouden Soushuuhen,戦国 奇譚 妖刀伝 総集編
Sengoku Majin Goushougun,Macron 1,sengokumajingooshoogun,戦国魔神ゴーショーグン
Sengoku Majin Goushougun (Movie),Sengoku Majin Goushougun (Movie),sengokumajingooshoogun,戦国魔神ゴーショーグン
Sengoku Majin Goushougun: Toki no Etranger,Time Stranger,Sengoku Majin Goushougun: Toki no Etranger,戦国魔人ゴーショーグン 時の異邦人[ÉTRANGER[エトランゼ]]
Sengoku Musou,Samurai Warriors,Sengoku Musou,戦国無双
Sengoku Otome: Momoiro Paradox,Battle Girls: Time Paradox,Sengoku Otome: Momoiro Paradox,戦国乙女～桃色パラドックス～
Sengoku☆Paradise Kiwami,Sengoku☆Paradise Kiwami,sengoku☆paradaisu-kyoku-(kiwami),戦国☆パラダイス-極-（きわみ）
Senjou no Valkyria,Valkyria Chronicles,senjounovuarukyuria,戦場のヴァルキュリア
Senkaiden Houshin Engi,Soul Hunter,Senkaiden Houshin Engi,旋回電 方針 演技
"Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","Senki Zesshou Symphogear G: In the Distance, That Day, When the Star Became Music...","senhimezesshoushinfogiaG ~kanata,anonichi,hoshigaongakuninatta~",戦姫絶唱シンフォギアG ～彼方、あの日、星が音楽になった～
Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,"senhimezesshoushinfogiaGX seigiwoshinji,kobushihenoketsuiwo.",戦姫絶唱シンフォギアGX 正義を信じ、拳への決意を。
"Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...","Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...","senhimezesshoushinfogia inseki~ochite,moete,kiete,soshiteee",戦姫絶唱シンフォギア 隕石～落ちて、燃えて、消えて、そして――
Senkou no Night Raid,Night Raid 1931,senkounonaitoreido,閃光のナイトレイド
Sennen Joyuu,Millennium Actress,Sennen Joyuu,千円 女優
Sennin Buraku,Hermit Village,Sennin Buraku,船員 部落
Senran Kagura,Senran Kagura: Ninja Flash,Senran Kagura,閃乱カグラ
Sensei no Ojikan: Doki Doki School Hours,Teacher's father: Doki Doki School Hors,Sensei no Ojikan: Doki Doki School Hours,せんせい の おじかん： どき どき Ｓちょおｌ ほうｒｓ
Sensuikan Cassiopeia,Submarine Cassiopeia,Sensuikan Cassiopeia,潜水艦カシオペア
Sentimental Journey,Sentimental Journey,senchimentarujaanii,センチメンタルジャーニー
Sentou Mecha Xabungle,Sentou Mecha Xabungle,sentoumekazabunguru,戦闘メカザブングル
Senyuu.,Senyuu.,senisami.,戦勇。
Senyuu. 2,Senyuu. 2,senisami.2,戦勇。2
Seoul-yeok,Seoul Station,souruyoku,ソウルヨク
Seraphim Call,Seraphim Call,serafimukooru,セラフィムコール
Serial Experiments Lain,Serial Experiments Lain,shiriaruekusuperimentsurein,シリアルエクスペリメンツレイン
Servamp,SERVAMP,SERVAMP(saavuanpu),SERVAMP（サーヴァンプ）
Servant x Service,Servant x Service,saabantosaabantosaabisu,サーバント×サービス
Seto no Hanayome,My Bride is a Mermaid,Seto no Hanayome,瀬戸の花嫁
Seton Doubutsuki,Seton Animal Chronicles,Seton Doubutsuki,シートン動物記
Seton Doubutsuki: Kuma no Ko Jacky,Monarch: The Big Bear of Tallac,Seton Doubutsuki: Kuma no Ko Jacky,シートン動物記　くまの子ジャッキー
Seton Doubutsuki: Risu no Banner,Bannertail: The Story of Gray Squirrel,Seton Doubutsuki: Risu no Banner,シートン動物記　りすのバナ
Seupideuwang Beongae,Wings of Dragon,Seupideuwang Beongae,Seupideuwang Beongae
Sexy Commando Gaiden: Sugoiyo!! Masaru-san,Sexy Komando Gaiden: That's amazing! ! Masaru-san,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,せｘｙ こっまんど がいでん： すごいよ！！ まさるーさん
Shadow Skill: Eigi,Shadow Skill: Eigi,Shadow Skill: Eigi,Shadow Skill: Eigi
Shakugan no Shana,Shakugan no Shana: Season I,Shakugan no Shana,灼眼のシャナ
Shakugan no Shana II (Second),Shakugan no Shana: Season II,Shakugan no Shana II (Second),灼眼のシャナII –Second–
Shakugan no Shana III (Final),Shakugan no Shana: Season III,Shakugan no Shana III (Final),灼眼のシャナIII –Final–
Shakugan no Shana Movie,Shakugan no Shana: The Movie,Shakugan no Shana Movie,劇場版 灼眼のシャナ
Shaman King,Shaman King,shaamankingu,シャーマンキング
Shangri-La,Shangri-La,shanguri・ra,シャングリ・ラ
Shashinkan,The Portrait Studio,Shashinkan,寫眞館
Shenmue: The Movie,Shenmue: The Movie,shienmuu・za・muubii,シェンムー・ザ・ムービー
Shiawase Sou no Okojo-san,Mr. Okojo from the happy layer,Shiawase Sou no Okojo-san,しあわせソウのオコジョさん
Shibainuko-san,Shiba Inu Kosan,Shibainuko-san,柴犬こーさん
Shibawanko no Wa no Kokoro,Shibawanko's peaceful heart,Shibawanko no Wa no Kokoro,しばわんこの和のこころ
Shichinin no Nana,Shichinin's Nana,Shichinin no Nana,七人のナナ
Shigatsu wa Kimi no Uso,Your Lie in April,Shigatsu wa Kimi no Uso,四月は君の嘘
Shigofumi,Shigofumi: Letters from the Departed,Shigofumi,シゴフミ
Shigurui,Shigurui: Death Frenzy,Shigurui,シグルイ
Shijin no Shougai,A Poet's Life,Shijin no Shougai,詩人の生涯
Shijou Saikyou no Deshi Kenichi,KenIchi: The Mightiest Disciple,Shijou Saikyou no Deshi Kenichi,史上最強の弟子 ケンイチ
Shikabane Hime: Aka,Corpse Princess: Aka,Shikabane Hime: Aka,しかばね ひめ： あか
Shikabane Hime: Kuro,Corpse Princess: Kuro,Shikabane Hime: Kuro,しかばね ひめ： くろ
Shiki,Shiki,shiki,屍鬼
Shima Shima Tora no Shimajirou,Island Island Tiger Shimajiro,Shima Shima Tora no Shimajirou,しましまとらのしまじろう
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,下ネタという概念が存在しない退屈な世界
Shin Ace wo Nerae!,New Aim for the Ace!,Shin Ace wo Nerae!,新・エースをねらえ!
Shin Angyo Onshi,Blade of the Phantom Master,Shin Angyo Onshi,新 案魚 恩師
Shin Calimero,Calimero (1992),Shin Calimero,新 カリメロ
Shin Chou Kyou Ryo: Condor Hero,Legend of the Condor Hero,Shin Chou Kyou Ryo: Condor Hero,神鵰侠侶 コンドルヒーロー
Shin Chou Kyou Ryo: Condor Hero II,Legend of the Condor Hero II,Shin Chou Kyou Ryo: Condor Hero II,しん ちょう きょう りょ： こんどｒ へろ いい
Shin Chou Kyou Ryo: Condor Hero III,Legend of the Condor Hero III,Shin Chou Kyou Ryo: Condor Hero III,しん ちょう きょう りょ： こんどｒ へろ いいい
Shin Don Chuck Monogatari,Shin Don Chuck Monogatari,shindon・chakkumonogatari,新ドン・チャック物語
Shin Hakkenden,New Hakkenden,Shin Hakkenden,神八剣伝
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari","Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari","Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",新きまぐれオレンジ☆ロード ～ そして、あの夏のはじまり
Shin Koihime†Musou,New Koihime†Musou,Shin Koihime†Musou,真恋姫†無双 ～乙女繚乱☆三国志演義～
Shin Koihime†Musou: Otome Tairan,Shin Koihime†Musou: Otome Tairan,Shin Koihime†Musou: Otome Tairan,真恋姫†無双 ~乙女大乱~
Shin Kyojin no Hoshi,new giant star,Shin Kyojin no Hoshi,新巨人の星
Shin Maple Town Monogatari: Palm Town-hen,Palm Town,shinmeipurutaunmonogatari paamutaunhen,新メイプルタウン物語 パームタウン編
Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,Shin Mape Towun Story: Palm Town Hen - Hello! new town,Shin Maple Town Monogatari: Palm Town-hen - Konnichiwa! Atarashii Machi,新メイプルタウン物語 パームタウン編 こんにちは! 新しい町
Shin Mazinger Shougeki! Z-hen,Mazinger Edition Z: The Impact!,Shin Mazinger Shougeki! Z-hen,Ｚマジンガー; 真マジンガー 衝撃！Z編
Shin Megami Tensei Devil Children,New Goddess Reincarnation Devil Earth LD Ren,Shin Megami Tensei Devil Children,真・女神転生 デビチル
Shin Minashigo Hutch,The New Adventures of Hutch the Honeybee,Shin Minashigo Hutch,新みなしごハッチ
Shin Mitsubachi Maya no Bouken,New Honey Bee Adventure,Shin Mitsubachi Maya no Bouken,新みつばちマーヤの冒険
Shin Obake no Q-tarou,New ghost Q-taro,Shin Obake no Q-tarou,新オバケのＱ太郎
Shin SOS Dai Tokyo Tankentai,Shinso S Daitoi Expedition,Shin SOS Dai Tokyo Tankentai,新SOS大東京探検隊
Shin Saru Kani Gassen,Battle for new monkeys,Shin Saru Kani Gassen,新猿蟹合戦
Shin Seiki Den Mars,New regular Denma RS,Shin Seiki Den Mars,神世紀伝　マーズ
Shin Shirayuki-hime Densetsu Prétear,Prétear: The New Legend of Snow White,Shin Shirayuki-hime Densetsu Prétear,新白雪姫伝説プリーティア
Shin Strange+,Shin Strange+,makoto sutorenji・purasu,真 ストレンジ・プラス
Shin Taketori Monogatari: 1000-nen Joou,Queen Millennia,Shin Taketori Monogatari: 1000-nen Joou,しん たけとり ものがたり： １０００ーねん じょおう
Shin Tenchi Souzou,The Creation,Shin Tenchi Souzou,新 天地 想像
Shin-Men,Heart noodles,Shin-Men,SHIN-MEN
Shingeki no Bahamut: Genesis,Rage of Bahamut: Genesis,Shingeki no Bahamut: Genesis,神撃のバハムート GENESIS
Shingeki no Kyojin,Attack on Titan,Shingeki no Kyojin,進撃の巨人
Shingeki no Kyojin Movie 1: Guren no Yumiya,Attack on Titan: Crimson Bow and Arrow,Shingeki no Kyojin Movie 1: Guren no Yumiya,劇場版「進撃の巨人」前編～紅蓮の弓矢～
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Attack on Titan: Wings of Freedom,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,劇場版「進撃の巨人」後編～自由の翼～
Shingeki! Kyojin Chuugakkou,Attack on Titan: Junior High,Shingeki! Kyojin Chuugakkou,進撃！巨人中学校
Shingetsutan Tsukihime,Lunar Legend Tsukihime,Shingetsutan Tsukihime,真月譚 月姫
Shinigami no Ballad.,"Momo, Girl God of Death",Shinigami no Ballad.,しにがみのバラッド。
Shining Hearts: Shiawase no Pan,Shinin G Hearts: Bread of Happiness,Shining Hearts: Shiawase no Pan,シャイニング・ハーツ 〜幸せのパン〜
Shining Tears X Wind,Shining Tears X Wind,shainingu・teiaazu・kurosu・uindo,シャイニング・ティアーズ・クロス・ウィンド
Shinkon Gattai Godannar!!,Marriage of God & Soul Godannar!!,Shinkon Gattai Godannar!!,神魂合体ゴーダンナー！！
Shinkon Gattai Godannar!! 2nd Season,Shinkon Gattai Godannar!! 2nd Season,shinkongattaigoodannaa!! SECOND SEASON,神魂合体ゴーダンナー!! SECOND SEASON
Shinkyoku Soukai Polyphonica,Polyphonica,Shinkyoku Soukai Polyphonica,神曲奏界ポリフォニカ
Shinkyoku Soukai Polyphonica Crimson S,Polyphonica Crimson S,Shinkyoku Soukai Polyphonica Crimson S,神曲奏界ポリフォニカcrimsonS
Shinpi no Hou,The Mystical Laws,Shinpi no Hou,神秘の法
Shinrei Tantei Yakumo,Psychic Detective Yakumo,Shinrei Tantei Yakumo,心霊探偵 八雲
Shinreigari: Ghost Hound,Shinreigari: Ghost Hond,Shinreigari: Ghost Hound,しんれいがり： Ｇほｓｔ ほうんｄ
Shinryaku! Ika Musume,The Squid Girl,Shinryaku! Ika Musume,侵略!イカ娘
Shinryaku!? Ika Musume,The Squid Girl 2,Shinryaku!? Ika Musume,侵略!?イカ娘
Shinsatsushitsu,Consultation Room,Shinsatsushitsu,診察室
Shinseiki Duel Masters Flash,Shinseiki Duel Masters Flash,shinseiterudeyueru・masutaazu furasshu,新星輝デュエル・マスターズ フラッシュ
Shinsekai yori,From the New World,Shinsekai yori,新世界より
Shinsetsu Kachikachi Yama,kindness tick mountain,Shinsetsu Kachikachi Yama,新説カチカチ山
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,Shinshaku Sengoku Eiyuu Education: Sanada Jyuyuushi Tee Animachion,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,新釈 戦国英雄伝説 眞田十勇士 The Animation
Shinzou Ningen Casshern,Neo Human Casshan,Shinzou Ningen Casshern,新造人間キャシャーン
Shion no Ou,The Flowers of Hard Blood,Shion no Ou,しおんの王 - The Flowers of Hard Blood
Shippuu! Iron Leaguer,Shippuu! Iron Leaguer,hayate! aianriigaa,疾風！ アイアンリーガー
Shirahata no Shoujo Ryuuko,Shirahata girl Ryuko,Shirahata no Shoujo Ryuuko,白旗の少女 琉子
Shiranpuri (Movie),Shiranpuri (Movie),Shiranpuri (Movie),しらんぷり
Shirayuki Hime no Densetsu,The Legend of Snow White,Shirayuki Hime no Densetsu,白雪姫の伝説
Shirobako,Shirobako,Shirobako,SHIROBAKO
Shirogane no Ishi: Argevollen,Argevollen,Shirogane no Ishi: Argevollen,白銀の意思 アルジェヴォルン
Shiroi Zou,white statue,Shiroi Zou,しろいぞう
Shiroi Zou (1981),white statue (1981),Shiroi Zou (1981),白い像
Shirokuma Cafe,Polar Bear Cafe,Shirokuma Cafe,しろくまカフェ
Shisha no Sho,The Book of the Dead,Shisha no Sho,死者の書
Shisha no Teikoku,The Empire of Corpses,Shisha no Teikoku,屍者の帝国
Shizuku,The Drop,shizuku,しずく
Shokugeki no Souma,Food Wars! Shokugeki no Soma,Shokugeki no Souma,食戟のソーマ
Shokugeki no Souma: Ni no Sara,Food Wars! The Second Plate,Shokugeki no Souma: Ni no Sara,食戟のソーマ 弍ノ皿
Shokupan Mimi,bread ears,Shokupan Mimi,食パンミミー
Shoubushi Densetsu Tetsuya,Gamer Legend All Night,Shoubushi Densetsu Tetsuya,勝負師伝説哲也
Shoujo Kakumei Utena,Revolutionary Girl Utena,Shoujo Kakumei Utena,少女革命ウテナ
Shoujo Kakumei Utena: Adolescence Mokushiroku,Revolutionary Girl Utena: The Adolescence of Utena,Shoujo Kakumei Utena: Adolescence Mokushiroku,少女革命ウテナ　アドゥレセンス黙示録
Shoujo-tachi wa Kouya wo Mezasu,Girls Beyond the Wasteland,Shoujo-tachi wa Kouya wo Mezasu,少女たちは荒野を目指す
Shoujouji no Tanuki-bayashi,Belly Drum Dance at Shojoji Temple,Shoujouji no Tanuki-bayashi,證城寺の狸囃子
Shoujouji no Tanuki-bayashi Ban Danemon,Danemon's Monster Hunt at Shojoji,Shoujouji no Tanuki-bayashi Ban Danemon,證城寺の狸囃子 塙団右衛門
Shoukoujo Sara,little princess plate,Shoukoujo Sara,小公女 皿
Shoukoushi Cedie,Little Lord Fauntleroy,Shoukoushi Cedie,Shoukoushi Cedie
Shounen Hollywood: Holly Stage for 49,Shounen Hollywood: Holly Stage for 49,shounenhariuddo-HOLLY STAGE FOR 49-,少年ハリウッド-HOLLY STAGE FOR 49-
Shounen Hollywood: Holly Stage for 50,Shounen Hollywood: Holly Stage for 50,shounenhariuddo-HOLLY STAGE FOR 50-,少年ハリウッド-HOLLY STAGE FOR 50-
Shounen Jack to Mahoutsukai,Young Jack and the Witch,Shounen Jack to Mahoutsukai,少年ジャックと魔法使い
Shounen Kenya,Kenya Boy,shounenkeniya,少年ケニヤ
Shounen Maid,Shonen Maid,shounenmeido,少年メイド
Shounen Ninja Kaze no Fujimaru,boy ninja style fujimaru,Shounen Ninja Kaze no Fujimaru,少年忍者風のフジ丸
Shounen Onmyouji,Shonen Onmyoji,Shounen Onmyouji,少年 陰陽師
Shounen Sarutobi Sasuke,The Adventures of Little Samurai,Shounen Sarutobi Sasuke,少年猿飛佐助
Shousei Shikisai Gensou,Begone Bell Care; Begone Dull Care,Shousei Shikisai Gensou,焼成 色彩 幻想
Shouwa Genroku Rakugo Shinjuu,Showa Genroku Rakugo Shinju,Shouwa Genroku Rakugo Shinjuu,昭和元禄落語心中
Shouwa Monogatari,Showa story,Shouwa Monogatari,昭和物語 TV
Shouwa Monogatari (Movie),Showa Story (Movie),Shouwa Monogatari (Movie),昭和物語
Show By Rock!!,Show By Rock!!,SHOW BY ROCK!!(shou・bai・rokku!!),SHOW BY ROCK!!（ショウ・バイ・ロック!!）
Show By Rock!! Short!!,Show By Rock!! Short!!,SHOW BY ROCK!! sho~to!!,SHOW BY ROCK!! しょ～と!!
Shugo Chara!,Shugo Chara!,Shugo Chara!,しゅごキャラ！
